,l2_norm,queries
75,3.212475538253784,2004.0
76,0.0,22600.0
77,8.478204727172852,10464.0
78,10.873818397521973,14475.0
79,7.618396282196045,11410.0
80,7.924642086029053,4831.0
81,7.51265287399292,9472.0
82,3.6496570110321045,3476.0
83,5.667448997497559,7519.0
84,11.562009811401367,13196.0
85,3.784176826477051,1460.0
86,4.256758689880371,2180.0
87,5.138091564178467,4378.0
88,4.578207969665527,17301.0
89,0.0,23330.0
90,7.291087627410889,8916.0
91,3.46986985206604,744.0
92,0.0,22744.0
93,3.878143072128296,1254.0
94,0.0,21930.0
95,0.0,22857.0
96,1.3114876747131348,305.0
97,5.0477705001831055,10829.0
98,8.287336349487305,11696.0
99,0.0,22904.0
100,7.8663811683654785,8003.0
101,4.59129524230957,2351.0
102,5.754996299743652,6552.0
103,0.0,23153.0
104,3.762976884841919,1775.0
105,10.436471939086914,16926.0
106,0.0,23498.0
107,1.095445156097412,110.0
108,5.433229446411133,3060.0
109,4.660470962524414,6879.0
110,2.9597294330596924,2845.0
111,12.38710880279541,20085.0
112,5.699120998382568,6371.0
113,4.303486347198486,3813.0
114,7.592098236083984,7144.0
115,6.066298484802246,6019.0
116,9.378695487976074,16926.0
117,1.5620499849319458,329.0
118,8.280094146728516,8807.0
119,7.370207786560059,13628.0
120,5.7758097648620605,7081.0
121,7.906955718994141,18426.0
122,7.280107498168945,7452.0
123,0.0,23778.0
124,6.009990215301514,3806.0
125,0.0,23106.0
126,5.019958972930908,3179.0
127,0.0,23089.0
128,6.251398086547852,21723.0
129,10.186261177062988,19533.0
130,3.862640857696533,21260.0
131,0.0,22573.0
132,7.082369804382324,4743.0
133,8.059773445129395,11226.0
134,7.271860599517822,17510.0
135,5.362833499908447,20190.0
136,1.0770330429077148,59.0
137,2.905167818069458,1018.0
138,3.4525349140167236,1079.0
139,7.660284042358398,13135.0
140,7.102109909057617,8310.0
141,6.8117523193359375,10694.0
142,7.594732284545898,7489.0
143,8.822694778442383,9567.0
144,0.0,22288.0
145,6.033239364624023,21581.0
146,2.4494898319244385,3448.0
147,9.806117057800293,13651.0
148,10.622613906860352,14542.0
149,12.066494941711426,15707.0
150,10.783316612243652,18410.0
151,8.944268226623535,10387.0
152,6.016641616821289,8322.0
153,0.0,24000.0
154,7.326660633087158,7565.0
155,11.738829612731934,16995.0
156,5.888970851898193,7110.0
157,5.4589362144470215,3320.0
158,6.238587379455566,5031.0
159,5.5063581466674805,2480.0
160,3.7735917568206787,1750.0
161,2.0880613327026367,316.0
162,5.317893028259277,2057.0
163,2.349468231201172,439.0
164,3.388214588165283,9323.0
165,0.0,23133.0
166,8.870171546936035,18961.0
167,4.009986877441406,1546.0
168,2.6981475353240967,902.0
169,3.07896089553833,4685.0
170,8.09691047668457,7705.0
171,4.28485631942749,6417.0
172,1.5231547355651855,309.0
173,3.8105111122131348,2267.0
174,0.0,22700.0
175,6.352950096130371,4413.0
176,7.599997043609619,8653.0
177,5.837806224822998,10179.0
178,2.244994640350342,1280.0
179,8.79317569732666,10848.0
180,4.289521217346191,10379.0
181,6.91375207901001,4656.0
182,5.560573577880859,6957.0
183,0.0,23398.0
184,6.449803829193115,4309.0
185,0.8717797994613647,57.0
186,0.0,23855.0
187,4.9071364402771,4455.0
188,8.52759838104248,8722.0
189,10.411528587341309,18290.0
190,7.517975807189941,9513.0
191,4.741306781768799,10268.0
192,7.830705642700195,8895.0
193,3.1937437057495117,1517.0
194,0.0,20749.0
195,10.03194522857666,19049.0
196,3.07896089553833,2555.0
197,4.312770843505859,1832.0
198,10.051861763000488,12724.0
199,5.176870346069336,4932.0
200,9.423371315002441,17541.0
201,0.0,23737.0
202,4.866209030151367,2234.0
203,8.60697078704834,22992.0
204,3.24961519241333,1061.0
205,7.291088104248047,8012.0
206,8.361814498901367,12344.0
207,5.93632698059082,4749.0
208,8.428520202636719,7345.0
209,1.7776389122009277,495.0
210,0.0,22991.0
211,3.5888712406158447,2323.0
212,8.0746488571167,14312.0
213,6.393744468688965,14632.0
214,0.0,21365.0
215,6.474563121795654,7775.0
216,4.824934005737305,8055.0
217,11.182126998901367,17464.0
218,11.74223804473877,20406.0
219,4.745522975921631,2978.0
220,3.4292852878570557,2402.0
221,0.0,23792.0
222,0.0,19921.0
223,6.102456569671631,10407.0
224,8.806812286376953,9201.0
225,0.0,23136.0
226,2.912043809890747,804.0
227,1.5874507427215576,221.0
228,0.0,23776.0
229,4.543125629425049,4118.0
230,0.0,22291.0
231,9.044331550598145,10409.0
232,5.7758097648620605,8631.0
233,9.079644203186035,9708.0
234,5.347895622253418,7640.0
235,2.8844408988952637,752.0
236,7.761440753936768,4896.0
237,4.845615386962891,8351.0
238,6.779378414154053,6949.0
239,0.0,22346.0
240,6.663330554962158,9090.0
241,2.638181447982788,4919.0
242,8.299394607543945,13411.0
243,7.565709114074707,9288.0
244,4.543125629425049,5182.0
245,4.0149712562561035,5660.0
246,0.0,23493.0
247,7.894299030303955,10037.0
248,0.0,22783.0
249,9.234713554382324,23042.0
250,7.461900234222412,15943.0
251,1.3856407403945923,115.0
252,6.039865970611572,11342.0
253,0.0,22593.0
254,0.0,23275.0
255,2.999999761581421,1063.0
256,8.022465705871582,18789.0
257,0.0,23119.0
258,4.485531330108643,5975.0
259,3.013303756713867,3103.0
260,10.297568321228027,11497.0
261,0.9797959327697754,59.0
262,2.683281660079956,510.0
263,3.6221535205841064,848.0
264,0.0,23274.0
265,7.979971885681152,14052.0
266,0.6324555277824402,42.0
267,6.615131855010986,17368.0
268,7.599997043609619,9042.0
269,5.299055099487305,3705.0
270,6.25459623336792,6346.0
271,7.644603252410889,14146.0
272,0.0,22598.0
273,7.889230251312256,10687.0
274,5.592851161956787,4597.0
275,4.939634323120117,23485.0
276,6.829345703125,5149.0
277,5.538951396942139,7525.0
278,0.0,22986.0
279,4.064479351043701,4496.0
280,0.0,23888.0
281,7.093656539916992,3873.0
282,0.0,24000.0
283,5.702629566192627,9894.0
284,0.0,23759.0
285,10.917871475219727,19702.0
286,9.68090534210205,19052.0
287,5.8923659324646,6489.0
288,3.0199337005615234,1087.0
289,8.874679565429688,18109.0
290,0.0,23136.0
291,9.750893592834473,15010.0
292,6.465290069580078,7075.0
293,4.745522975921631,4438.0
294,0.0,22321.0
295,5.055688381195068,2666.0
296,2.720294237136841,790.0
297,8.599996566772461,10058.0
298,7.3756327629089355,13751.0
299,0.0,22375.0
300,5.466258525848389,3740.0
301,9.348793983459473,13631.0
302,4.787482261657715,7306.0
303,6.46219539642334,5509.0
304,6.280125617980957,17209.0
305,8.944268226623535,6714.0
306,6.409366130828857,4257.0
307,6.755735874176025,4034.0
308,3.4813785552978516,2108.0
309,0.0,20047.0
310,3.6386804580688477,3047.0
311,4.525482654571533,2545.0
312,3.3526105880737305,1250.0
313,6.209668159484863,10837.0
314,0.0,24000.0
315,7.9347310066223145,5323.0
316,6.893472671508789,10647.0
317,7.751125812530518,7517.0
318,2.778488874435425,444.0
319,8.124035835266113,6129.0
320,0.0,23948.0
321,2.059126138687134,597.0
322,0.0,22605.0
323,5.264976978302002,7842.0
324,4.573837757110596,5650.0
325,0.0,23022.0
326,10.56219482421875,12979.0
327,6.302378177642822,4019.0
328,7.082370281219482,9958.0
329,10.744297981262207,16010.0
330,10.59433364868164,17643.0
331,7.062574863433838,9563.0
332,8.843072891235352,19910.0
333,4.242640018463135,4641.0
334,6.25459623336792,19435.0
335,5.447933673858643,8798.0
336,8.527599334716797,20565.0
337,6.399998188018799,20050.0
338,0.0,22731.0
339,0.0,21880.0
340,0.0,21609.0
341,6.922424793243408,6556.0
342,1.3114876747131348,108.0
343,1.7888543605804443,387.0
344,3.784176826477051,5435.0
345,0.0,21882.0
346,6.87604284286499,13534.0
347,4.935583591461182,3918.0
348,9.769335746765137,17260.0
349,8.13387680053711,5572.0
350,9.25418472290039,11932.0
351,10.152827262878418,23031.0
352,6.711182594299316,6957.0
353,9.019974708557129,10608.0
354,7.917067050933838,8264.0
355,6.590900421142578,15102.0
356,5.418485641479492,3532.0
357,2.340939998626709,2757.0
358,3.3823065757751465,6056.0
359,8.330662727355957,13975.0
360,6.8585686683654785,13326.0
361,11.018162727355957,18201.0
362,0.0,23752.0
363,5.280149936676025,2368.0
364,8.411892890930176,12499.0
365,9.769335746765137,7996.0
366,5.6709771156311035,5276.0
367,7.942288875579834,20690.0
368,0.0,23185.0
369,3.6276707649230957,1009.0
370,2.521904468536377,830.0
371,4.372641086578369,3712.0
372,5.806890487670898,2661.0
373,7.33757209777832,23080.0
374,6.508453845977783,7408.0
375,0.0,23276.0
376,0.0,22380.0
377,4.795830249786377,4117.0
378,4.770742893218994,2510.0
379,4.161729335784912,4818.0
380,9.173871994018555,20491.0
381,0.0,22984.0
382,6.170897483825684,6344.0
383,6.471473693847656,10530.0
384,8.917394638061523,7825.0
385,0.0,22026.0
386,3.7309510707855225,1410.0
387,6.4031219482421875,4317.0
388,0.4898979663848877,18.0
389,6.593934535980225,7333.0
390,10.283964157104492,18180.0
391,10.378820419311523,15662.0
392,8.024958610534668,6585.0
393,2.4738636016845703,764.0
394,7.899363994598389,15082.0
395,8.23892879486084,12777.0
396,5.3404107093811035,6715.0
397,0.0,23818.0
398,5.6709771156311035,10764.0
399,0.0,23700.0
400,0.0,22531.0
401,5.344154357910156,10827.0
402,5.276360988616943,3717.0
403,9.682971000671387,9595.0
404,9.859002113342285,9244.0
405,0.0,22179.0
406,0.0,23187.0
407,6.663330554962158,8363.0
408,5.66038703918457,3884.0
409,5.388875961303711,4416.0
410,6.456002712249756,3419.0
411,0.0,23475.0
412,3.224902868270874,1115.0
413,4.481070041656494,16901.0
414,6.802937984466553,4854.0
415,7.304790019989014,11863.0
416,8.843072891235352,17826.0
417,0.0,23464.0
418,2.3916523456573486,879.0
419,3.2619011402130127,750.0
420,4.7497358322143555,4418.0
421,4.582574844360352,2756.0
422,7.657672882080078,15505.0
423,5.223024368286133,5080.0
424,9.167329788208008,22413.0
425,5.61782693862915,10284.0
426,3.243454694747925,1309.0
427,8.5111665725708,17705.0
428,5.484522342681885,4807.0
429,6.855652332305908,4427.0
430,6.225750923156738,20260.0
431,4.098779678344727,2019.0
432,3.4117441177368164,3251.0
433,5.86514949798584,12327.0
434,10.342143058776855,13852.0
435,4.799998760223389,5138.0
436,2.2090723514556885,373.0
437,4.766549110412598,3748.0
438,3.6496570110321045,2376.0
439,4.34511137008667,18866.0
440,0.0,23115.0
441,4.849740982055664,8447.0
442,5.751519680023193,4557.0
443,9.975967407226562,14393.0
444,6.554385662078857,7432.0
445,3.098386526107788,3316.0
446,8.641755104064941,17108.0
447,0.0,23993.0
448,3.762976884841919,2053.0
449,11.13013744354248,12303.0
450,2.6981475353240967,440.0
451,5.716640949249268,9783.0
452,5.810333728790283,8177.0
453,3.74165678024292,7572.0
454,6.3245530128479,23276.0
455,7.443114757537842,6681.0
456,0.0,22408.0
457,0.0,22028.0
458,8.912909507751465,13179.0
459,0.44721361994743347,6.0
460,11.299555778503418,17661.0
461,8.62785816192627,18009.0
462,0.0,23385.0
463,6.977102756500244,4153.0
464,0.0,22730.0
465,4.039801120758057,4522.0
466,7.927165508270264,8190.0
467,3.0594115257263184,911.0
468,3.8262245655059814,3196.0
469,7.668112754821777,5978.0
470,7.158209800720215,8937.0
471,7.573635578155518,10330.0
472,4.152106761932373,1989.0
473,0.0,22814.0
474,0.0,23519.0
475,9.806116104125977,13606.0
476,3.8935837745666504,4519.0
477,5.211524486541748,4468.0
478,8.583702087402344,6553.0
479,3.666059970855713,1021.0
480,0.0,22822.0
481,5.242135524749756,3162.0
482,7.828151226043701,10670.0
483,0.0,23424.0
484,8.064735412597656,7706.0
485,3.4583230018615723,1344.0
486,0.9380831718444824,855.0
487,9.320940971374512,13412.0
488,6.852734088897705,16219.0
489,5.340410232543945,3070.0
490,2.172556161880493,441.0
491,5.46259880065918,7292.0
492,3.5888712406158447,7341.0
493,8.282508850097656,16651.0
494,5.37028694152832,9057.0
495,8.146162033081055,15805.0
496,0.0,23468.0
497,6.767567157745361,7732.0
498,2.4000000953674316,2969.0
499,8.333064079284668,18201.0
500,0.0,22241.0
501,6.321390151977539,4850.0
502,3.06594181060791,2084.0
503,5.6071367263793945,4010.0
504,4.8579816818237305,5488.0
505,7.099293231964111,7412.0
506,0.0,23307.0
507,5.806890487670898,7464.0
508,7.694150447845459,11665.0
509,8.784072875976562,6030.0
510,3.181194543838501,3065.0
511,4.47660493850708,8378.0
512,11.534299850463867,14323.0
513,6.645296573638916,14454.0
514,6.746849060058594,4781.0
515,11.847370147705078,13464.0
516,4.399999141693115,1508.0
517,3.6986477375030518,2576.0
518,8.724674224853516,13468.0
519,5.411098003387451,6684.0
520,5.007992267608643,3278.0
521,9.267143249511719,7424.0
522,9.167329788208008,17135.0
523,9.672637939453125,20517.0
524,6.785275459289551,6792.0
525,0.0,23735.0
526,5.336664199829102,14642.0
527,7.135822772979736,9982.0
528,7.5392279624938965,10936.0
529,5.403700828552246,3844.0
530,0.2828427255153656,5.0
531,5.302828311920166,15246.0
532,4.837353229522705,10947.0
533,3.4756288528442383,3714.0
534,10.250849723815918,18811.0
535,2.7349588871002197,11591.0
536,5.176870346069336,2455.0
537,5.407400608062744,14091.0
538,6.557435989379883,4755.0
539,5.868558406829834,7238.0
540,2.078461170196533,289.0
541,5.851493835449219,3386.0
542,10.009990692138672,16847.0
543,4.975940704345703,4438.0
544,2.9866368770599365,2250.0
545,9.073033332824707,8737.0
546,0.0,23583.0
547,6.717139720916748,5221.0
548,1.0770330429077148,73.0
549,10.353738784790039,13865.0
550,0.0,23303.0
551,4.595649242401123,2409.0
552,0.0,23390.0
553,7.771740436553955,4494.0
554,7.477964878082275,6504.0
555,0.0,21407.0
556,5.999998092651367,7279.0
557,5.7999982833862305,4274.0
558,0.0,22225.0
559,0.0,23214.0
560,4.326660633087158,14237.0
561,10.493804931640625,14782.0
562,3.7040512561798096,2580.0
563,7.863838195800781,22950.0
564,5.885573863983154,6922.0
565,0.0,23914.0
566,9.320940971374512,14019.0
567,7.469937324523926,15058.0
568,0.0,22600.0
569,7.764016628265381,13180.0
570,7.056909084320068,10044.0
571,2.1633310317993164,522.0
572,0.0,23442.0
573,5.97327184677124,4909.0
574,8.655631065368652,9836.0
575,6.267373561859131,4120.0
576,2.807133913040161,4590.0
577,3.310588836669922,6776.0
578,8.534631729125977,16804.0
579,0.8485282063484192,48.0
580,1.456022024154663,471.0
581,2.0099751949310303,1617.0
582,4.534312725067139,9114.0
583,0.0,22098.0
584,7.838364124298096,10860.0
585,7.191659450531006,8228.0
586,7.102109909057617,8408.0
587,0.0,22333.0
588,3.720214366912842,3041.0
589,10.783316612243652,12090.0
590,2.4000000953674316,669.0
591,2.374868631362915,1067.0
592,7.285599708557129,13871.0
593,5.806890487670898,2915.0
594,0.0,23401.0
595,4.009986877441406,2281.0
596,7.43773889541626,14349.0
597,2.218107223510742,770.0
598,0.0,22441.0
599,11.617232322692871,20561.0
600,12.134263038635254,15944.0
601,11.214275360107422,18022.0
602,7.096475601196289,7404.0
603,5.6107025146484375,3738.0
604,7.410800457000732,8076.0
605,0.0,23860.0
606,7.288344383239746,4817.0
607,8.704018592834473,13617.0
608,0.0,23333.0
609,7.161003112792969,7262.0
610,6.985697269439697,7472.0
611,5.495450973510742,3709.0
612,5.4625983238220215,8638.0
613,6.951256275177002,6420.0
614,8.409515380859375,17948.0
615,3.310588836669922,1380.0
616,10.280074119567871,17624.0
617,6.740917682647705,4045.0
618,7.096475124359131,9559.0
619,3.583294153213501,1237.0
620,6.933971881866455,11149.0
621,0.0,22253.0
622,7.665504455566406,15068.0
623,9.32308578491211,9920.0
624,6.566579818725586,4877.0
625,3.3941121101379395,1244.0
626,5.986650466918945,7480.0
627,4.626012325286865,2163.0
628,4.630333423614502,2403.0
629,0.0,22697.0
630,8.651008605957031,21454.0
631,6.6543192863464355,14038.0
632,3.784176826477051,1559.0
633,4.732862949371338,2395.0
634,6.267374038696289,3001.0
635,4.70743989944458,3007.0
636,2.13541579246521,384.0
637,3.934462308883667,2310.0
638,2.615339517593384,406.0
639,11.85918140411377,15664.0
640,4.728635311126709,3816.0
641,1.7663521766662598,148.0
642,5.803445816040039,10478.0
643,3.1622774600982666,1166.0
644,8.146161079406738,10472.0
645,5.4258623123168945,11331.0
646,2.785677671432495,1228.0
647,5.91945743560791,4562.0
648,0.0,23349.0
649,0.0,22357.0
650,10.862777709960938,16336.0
651,8.897187232971191,10860.0
652,4.599998950958252,4718.0
653,0.0,23828.0
654,5.138091564178467,4435.0
655,0.0,22203.0
656,7.394589424133301,9903.0
657,9.406376838684082,19314.0
658,2.979933023452759,2055.0
659,3.0265488624572754,1084.0
660,2.349468231201172,1118.0
661,2.898275375366211,2735.0
662,5.9497880935668945,10503.0
663,4.677605152130127,5310.0
664,4.280186176300049,1679.0
665,0.0,23311.0
666,10.0079927444458,11752.0
667,5.6035685539245605,7164.0
668,2.5612497329711914,11847.0
669,1.2961480617523193,1492.0
670,8.97329044342041,18800.0
671,7.581553936004639,16668.0
672,11.725191116333008,18232.0
673,7.205550670623779,5062.0
674,8.160879135131836,8078.0
675,0.0,22838.0
676,6.6302313804626465,3320.0
677,0.0,23702.0
678,12.15402603149414,17687.0
679,5.751519680023193,3418.0
680,7.299312591552734,13724.0
681,3.487118721008301,2159.0
682,0.0,23816.0
683,5.560574054718018,4605.0
684,10.08166217803955,13355.0
685,9.87521743774414,21766.0
686,7.589463710784912,6996.0
687,7.871464729309082,9729.0
688,9.448805809020996,6721.0
689,5.138092041015625,5831.0
690,5.635599136352539,3592.0
691,0.7211102843284607,16.0
692,11.012716293334961,22206.0
693,11.67219352722168,19826.0
694,0.0,23552.0
695,0.2828427255153656,4.0
696,0.0,21983.0
697,2.4083189964294434,3106.0
698,0.0,23242.0
699,4.983973026275635,2422.0
700,2.8774988651275635,1312.0
701,7.769166946411133,12644.0
702,1.5491933822631836,149.0
703,6.916644096374512,9588.0
704,6.884763240814209,5251.0
705,5.585694313049316,7611.0
706,0.0,23574.0
707,4.103655815124512,3621.0
708,2.0493903160095215,366.0
709,7.4859843254089355,17923.0
710,5.674502849578857,4715.0
711,10.071738243103027,14626.0
712,0.0,22546.0
713,4.34511137008667,4183.0
714,4.669045925140381,5093.0
715,10.998178482055664,20795.0
716,0.0,22742.0
717,0.0,22712.0
718,4.256758689880371,1712.0
719,0.0,23480.0
720,5.6035685539245605,5934.0
721,0.0,23532.0
722,5.574942588806152,12854.0
723,2.107130765914917,1709.0
724,7.263605117797852,9327.0
725,3.8884437084198,3313.0
726,6.826416492462158,3993.0
727,7.681142807006836,13577.0
728,3.1176912784576416,1056.0
729,0.0,23661.0
730,0.6633249521255493,37.0
731,8.009990692138672,17388.0
732,11.57583999633789,15236.0
733,5.059642791748047,11005.0
734,3.4813785552978516,2168.0
735,6.517665863037109,4193.0
736,0.0,22170.0
737,8.876933097839355,13895.0
738,0.0,22123.0
739,10.013986587524414,13201.0
740,0.0,22878.0
741,6.852733612060547,7579.0
742,8.520560264587402,15443.0
743,2.2181074619293213,697.0
744,9.042119979858398,14324.0
745,5.141982555389404,2715.0
746,1.9287302494049072,333.0
747,7.169376850128174,10418.0
748,13.224257469177246,18386.0
749,5.538951396942139,5678.0
750,0.9591663479804993,76.0
751,1.2165526151657104,66.0
752,3.583294153213501,4954.0
753,11.039926528930664,10960.0
754,4.2520575523376465,1787.0
755,0.0,23156.0
756,9.528899192810059,16896.0
757,2.1817424297332764,522.0
758,6.337189674377441,4859.0
759,3.9949960708618164,11087.0
760,9.830560684204102,13360.0
761,5.6213860511779785,15101.0
762,1.0770329236984253,61.0
763,1.1832160949707031,183.0
764,3.3704593181610107,1085.0
765,5.015973091125488,5532.0
766,3.660600423812866,1096.0
767,0.0,23610.0
768,3.778887987136841,2118.0
769,10.721936225891113,18759.0
770,8.094439506530762,11047.0
771,0.0,24000.0
772,3.605550765991211,1346.0
773,3.594439744949341,2088.0
774,5.542561054229736,6608.0
775,3.6166276931762695,1054.0
776,6.799997806549072,10282.0
777,9.290851593017578,14514.0
778,8.170676231384277,20585.0
779,7.694150447845459,12174.0
780,3.914076328277588,2488.0
781,0.0,23331.0
782,2.465765953063965,451.0
783,4.142462253570557,6147.0
784,4.85386323928833,10264.0
785,0.0,23869.0
786,3.660600423812866,699.0
787,9.210859298706055,10327.0
788,4.156920909881592,10430.0
789,8.294573783874512,13774.0
790,6.936855792999268,3958.0
791,0.0,22188.0
792,6.138401508331299,8545.0
793,6.68430757522583,6649.0
794,8.421398162841797,8177.0
795,0.0,22562.0
796,5.858325481414795,11825.0
797,4.8124823570251465,10272.0
798,12.351536750793457,14350.0
799,2.0,480.0
800,0.0,23675.0
801,0.0,23389.0
802,8.399996757507324,5328.0
803,6.852734565734863,17084.0
804,6.477651596069336,4896.0
805,3.1240994930267334,620.0
806,4.874422073364258,1326.0
807,6.991420745849609,6616.0
808,8.449849128723145,13586.0
809,7.01426887512207,10142.0
810,6.066298007965088,8535.0
811,5.03587007522583,3916.0
812,7.2718610763549805,8241.0
813,5.287720203399658,7763.0
814,7.345744609832764,7174.0
815,1.3114876747131348,105.0
816,9.39148235321045,14102.0
817,0.0,22798.0
818,4.608686447143555,7560.0
819,4.166532516479492,4681.0
820,5.102938652038574,2884.0
821,0.0,23329.0
822,1.6613247394561768,160.0
823,3.1176912784576416,2578.0
824,2.5377159118652344,2558.0
825,5.772346019744873,6864.0
826,7.216644763946533,11095.0
827,0.0,22158.0
828,7.435049533843994,18479.0
829,5.6071367263793945,2210.0
830,3.762976884841919,5712.0
831,10.862776756286621,17688.0
832,0.0,23324.0
833,4.651880264282227,8138.0
834,4.9678955078125,8246.0
835,4.449717998504639,2267.0
836,2.553429126739502,1220.0
837,0.0,23031.0
838,4.516634941101074,7077.0
839,4.289521217346191,11309.0
840,7.440426826477051,10610.0
841,10.419208526611328,17828.0
842,2.905167818069458,737.0
843,6.203222751617432,7088.0
844,5.488167762756348,5617.0
845,2.9597296714782715,1039.0
846,7.353907585144043,5082.0
847,0.0,23705.0
848,4.779119968414307,2390.0
849,2.0976178646087646,340.0
850,6.244996070861816,13915.0
851,0.0,23317.0
852,11.907989501953125,21603.0
853,8.858890533447266,6455.0
854,7.0199689865112305,6035.0
855,0.0,22125.0
856,8.014983177185059,10523.0
857,7.861294746398926,6693.0
858,5.477223873138428,10921.0
859,4.418143272399902,10628.0
860,11.090533256530762,14146.0
861,6.443599224090576,7332.0
862,0.6928203105926514,33.0
863,4.0149712562561035,5276.0
864,6.639275074005127,20522.0
865,5.283936500549316,2521.0
866,5.827519416809082,7507.0
867,4.445221424102783,4612.0
868,8.121573448181152,10197.0
869,6.560485363006592,18591.0
870,7.681142807006836,9049.0
871,7.748545169830322,8373.0
872,8.378540992736816,18239.0
873,6.418720722198486,12855.0
874,5.674502849578857,14199.0
875,8.214618682861328,11938.0
876,5.723633289337158,13875.0
877,10.586782455444336,11110.0
878,0.0,22782.0
879,6.711182594299316,5391.0
880,3.5721137523651123,2506.0
881,6.991420745849609,7530.0
882,2.505992889404297,328.0
883,9.221710205078125,11007.0
884,7.464580535888672,15696.0
885,1.2489995956420898,434.0
886,10.174473762512207,16650.0
887,7.197218894958496,20102.0
888,0.0,22313.0
889,3.3346660137176514,828.0
890,4.427187919616699,12775.0
891,6.529929161071777,4649.0
892,3.67151141166687,1363.0
893,7.205550670623779,14115.0
894,0.0,23238.0
895,10.520453453063965,17097.0
896,0.0,23363.0
897,7.2525835037231445,14812.0
898,3.5777082443237305,1429.0
899,8.224350929260254,14286.0
900,0.0,23166.0
901,7.704541206359863,6864.0
902,10.999996185302734,21712.0
903,10.357601165771484,18002.0
904,3.9949960708618164,1363.0
905,3.11126971244812,1439.0
906,0.0,22710.0
907,9.953888893127441,14398.0
908,10.990901947021484,21699.0
909,5.027920722961426,1782.0
910,7.418891906738281,13808.0
911,4.152106761932373,2897.0
912,3.5099852085113525,4537.0
913,9.320940971374512,13638.0
914,12.064836502075195,15144.0
915,2.8635642528533936,2888.0
916,7.037042617797852,6828.0
917,1.9595918655395508,242.0
918,3.3999996185302734,870.0
919,8.548681259155273,5230.0
920,0.0,23395.0
921,6.292850971221924,2831.0
922,9.103841781616211,10717.0
923,8.924120903015137,15145.0
924,2.553429365158081,441.0
925,4.069397449493408,1641.0
926,5.295279026031494,3251.0
927,6.270564079284668,4535.0
928,5.582112789154053,4922.0
929,1.1135529279708862,87.0
930,1.9078785181045532,298.0
931,5.083304405212402,5866.0
932,1.216552495956421,80.0
933,10.099501609802246,10584.0
934,7.45653772354126,9335.0
935,1.886796236038208,202.0
936,8.148616790771484,5192.0
937,3.388214588165283,1091.0
938,8.67179012298584,13329.0
939,0.0,24000.0
940,7.59473180770874,5757.0
941,7.364778518676758,5113.0
942,6.095898151397705,4090.0
943,9.939814567565918,21661.0
944,11.721779823303223,14961.0
945,5.145870685577393,4156.0
946,5.538951396942139,3061.0
947,4.9274725914001465,2472.0
948,0.8000000715255737,44.0
949,0.0,22439.0
950,4.422667980194092,23006.0
951,6.548279762268066,9811.0
952,0.0,22739.0
953,8.797723770141602,15296.0
954,3.8832967281341553,992.0
955,0.0,23246.0
956,0.5656854510307312,20.0
957,6.511526107788086,4262.0
958,9.78774356842041,13034.0
959,6.749812602996826,4883.0
960,0.0,23069.0
961,4.335895538330078,1035.0
962,10.346009254455566,19174.0
963,7.771740436553955,20391.0
964,0.0,23483.0
965,2.8774988651275635,1047.0
966,0.0,22262.0
967,6.805877685546875,5266.0
968,8.731548309326172,10604.0
969,6.3245530128479,6914.0
